상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,lon,lat
D,발달상권,1001023,가산디지털단지역_2,126.88001831527892,37.48187276727416
D,발달상권,1001024,관악구 사당역_1,126.98318846514128,37.47817528262151
D,발달상권,1001025,서울 관악구 서울대입구역_1,126.95237888491067,37.48073475833174
D,발달상권,1001026,구로디지털단지역,126.88836389120875,37.4808087471651
D,발달상권,1001097,잠실역 롯데월드,127.09807487617543,37.51137390833691
D,발달상권,1001051,보라매공원,126.92504171914183,37.49117227142047
A,골목상권,1000067,원효로53길,126.962446852187,37.53733049201621
A,골목상권,1000068,원효로89길,126.96870217399656,37.54127869587752
A,골목상권,1000069,이촌로22길,126.9556649066854,37.52582235495916
A,골목상권,1000070,이태원로27길,126.9938110272278,37.53597578998269
A,골목상권,1000152,아차산로51길,127.08465871524909,37.53990099747856
A,골목상권,1000153,아차산로55길,127.08749813117429,37.53934931787935
A,골목상권,1000154,아차산로65길,127.09270717418437,37.54273310165684
R,전통시장,1001300,화양제일골목시장,127.06897896366658,37.54295657610217
R,전통시장,1001301,중곡제일시장,127.08122227894687,37.56381589690654
R,전통시장,1001302,면곡골목시장,127.08075472787203,37.571069232038916
R,전통시장,1001303,신성골목시장,127.08836862482477,37.557882207018466
R,전통시장,1001304,자양골목시장,127.0796741157871,37.53425519432588
R,전통시장,1001305,자양종합시장,127.07640188035896,37.531851684331734
R,전통시장,1001306,노룬산골목시장,127.06496777853715,37.53659779184103
R,전통시장,1001307,능동로골목시장,127.06674282679104,37.535110151175616
R,전통시장,1001308,영동교골목시장,127.06397332818047,37.53803092517618
R,전통시장,1001273,남대문시장,126.97839392940769,37.55986846331072
R,전통시장,1001274,신중부시장,127.00026033405094,37.56560077788206
R,전통시장,1001275,인현시장,126.9950651264428,37.56325808472952
R,전통시장,1001276,평화시장,127.00803675030764,37.56887111952541
D,발달상권,1001069,은마아파트입구사거리_3,127.0597331901952,37.49906475931724
D,발달상권,1001070,은마아파트입구사거리_4,127.06181458398488,37.499757463225556
D,발달상권,1001071,서울 강남구 한티역,127.05358055707585,37.4981757139442
D,발달상권,1001165,서울 광진구 건대입구역_2,127.06960014021577,37.54169481234147
D,발달상권,1001166,서울 마포구 마포역_2,126.94518974329746,37.54054031359572
D,발달상권,1001167,서울 마포구 공덕역_1,126.95159252793033,37.542939770927525
D,발달상권,1001089,삼정역_1,127.03644114171418,37.5075436928838
D,발달상권,1001090,삼정역_2,127.03522007445697,37.50844506812788
D,발달상권,1001091,삼성역_2,127.06513556420268,37.50835126987693
A,골목상권,1000277,보문로32길,127.0201317226878,37.59074580858601
A,골목상권,1000278,삼선교로10길,127.00966905845232,37.58680979195958
A,골목상권,1000279,삼선교로10다길,127.00875172189099,37.584692529974156
A,골목상권,1000280,삼선교로16가길,127.01154815247764,37.58440397169849
A,골목상권,1000064,우사단로4길,126.99850660509166,37.53071409672035
A,골목상권,1000065,원효로19길,126.95359008797688,37.53319175044001
A,골목상권,1000066,원효로41길,126.95677968602872,37.53482377237657
R,전통시장,1001298,성동용답상가시장,127.05234838492093,37.563606981029494
R,전통시장,1001311,동부청과시장,127.042973192155,37.57735995363057
R,전통시장,1001314,경동시장,127.03902330140541,37.57930747265717
R,전통시장,1001315,동서시장,127.0414123248943,37.57985626500525
R,전통시장,1001316,서울약령시장,127.03750771415709,37.58213708424978
R,전통시장,1001317,청량리농수산물시장,127.04118657439247,37.58107268555848
R,전통시장,1001318,청량리전통시장,127.04263552493434,37.58078385313969
R,전통시장,1001319,청량리종합시장,127.04037056666714,37.57944216868575
R,전통시장,1001320,전농로터리시장,127.05672804457532,37.57770553283901
R,전통시장,1001312,용두시장,127.02976243882634,37.578481256301714
R,전통시장,1001313,청량리수산시장,127.04150198792094,37.57822543442258
R,전통시장,1001321,답십리현대시장,127.0594816021787,37.56677510875752
R,전통시장,1001299,한아름시장,127.06989605257513,37.54353267640729
D,발달상권,1001085,서울 서초구 강남역,127.03054633381461,37.50203121152806
D,발달상권,1001086,고속터미널역,127.00585841327658,37.50474704248736
D,발달상권,1001087,서울 강남구 선릉역_2,127.04531799918914,37.5049457261733
D,발달상권,1001088,삼성역_1,127.06036130395252,37.50667793699712
D,발달상권,1001066,서울 강남구 강남역,127.03048734774165,37.49603052520305
D,발달상권,1001067,오류동역,126.84279231806514,37.49548836626892
D,발달상권,1001068,은마아파트입구사거리_2,127.06235680520315,37.49902736333295
A,골목상권,1000293,인촌로5길,127.02056152342301,37.589069888712466
A,골목상권,1000294,인촌로6길,127.02135234042038,37.582933986288175
A,골목상권,1000212,천호대로77길,127.06267116438009,37.56389928147714
A,골목상권,1000213,천호대로97길,127.07043465104928,37.56275063990482
A,골목상권,1000214,한천로14길,127.06539036288811,37.56702426272567
A,골목상권,1000215,한천로33길,127.06708618306541,37.57736673299129
A,골목상권,1000273,보국문로16길,127.01022736468003,37.61256006404193
A,골목상권,1000274,보문로13길,127.02084206689122,37.58004188788441
A,골목상권,1000370,방학로15길,127.02417349329981,37.659391247274804
A,골목상권,1000371,방학로5길,127.0376147199963,37.6597391098479
A,골목상권,1000372,방학로6가길,127.03731107439158,37.664433318720725
A,골목상권,1000373,삼양로144길,127.0138927944061,37.65090565207283
A,골목상권,1000374,시루봉로23길,127.04246146636115,37.67289178170675
A,골목상권,1000369,방학로10길,127.03378616624471,37.664263194655284
A,골목상권,1000375,우이천로32길,127.02536033944621,37.65019196760325
R,전통시장,1001326,회기시장,127.05557197790903,37.59111286011739
R,전통시장,1001327,이경시장,127.0660939710493,37.594702394355956
R,전통시장,1001328,이문제일시장,127.06241081007137,37.60455222823274
R,전통시장,1001329,동부골목시장,127.07690536552167,37.59243435616141
R,전통시장,1001330,동원시장,127.09072759033637,37.58990176352666
R,전통시장,1001331,면목골목시장,127.08483757281584,37.57790491668716
R,전통시장,1001285,합동(새벽)시장,126.9675964607861,37.56008223294128
R,전통시장,1001294,마장축산물시장,127.04036558148313,37.57020697550748
R,전통시장,1001295,행당시장,127.03339991642562,37.5609559222069
R,전통시장,1001296,금남시장,127.02229309489861,37.5485427930209
R,전통시장,1001297,뚝도시장,127.05450305757522,37.538215875787564
D,발달상권,1001115,서울 강남구 강남구청역_2,127.03797273360779,37.51687761404692
D,발달상권,1001116,영등포역_1,126.91036717468776,37.51724614982384
D,발달상권,1001117,강남구 신사역_2,127.02358450208524,37.51689938344783
D,발달상권,1001118,문래동 주민센터,126.89865048270202,37.51570497175981
D,발달상권,1001119,영등포역_2,126.90870310352355,37.51829003889983
D,발달상권,1001082,선릉역_2,127.05303059892454,37.50406854038104
D,발달상권,1001083,서울 송파구 석촌역_2,127.10771546251011,37.506211765399414
D,발달상권,1001084,서울 강남구 선릉역_1,127.0501366139763,37.50596191517426
A,골목상권,1000210,천호대로17길,127.03235395138553,37.57627313855811
A,골목상권,1000211,천호대로45길,127.0428700872885,37.57523364435813
A,골목상권,1000221,휘경로3길,127.06305037536431,37.597506142343825
A,골목상권,1000289,인촌로17가길,127.02367473340867,37.587627717199915
A,골목상권,1000290,인촌로1길,127.01898726015551,37.58731321683226
A,골목상권,1000291,개운사길,127.02948317032062,37.58799581628684
A,골목상권,1000292,인촌로24길,127.02948154992718,37.583887288845645
A,골목상권,1000541,은행정로7길,126.85739611676023,37.52268117800541
A,골목상권,1000767,성대로29길,126.93775522087222,37.50030685098623
A,골목상권,1000768,신대방길,126.91035569603737,37.48900863315044
A,골목상권,1000769,양녕로26길,126.94386486112785,37.49659776645975
A,골목상권,1000422,증산로13길,126.91124462810645,37.58813731822375
A,골목상권,1000423,증산로15길,126.90797022923144,37.589972834790295
D,발달상권,1001107,방이동 먹자골목,127.10889191070606,37.51414853328456
D,발달상권,1001108,학동역,127.02923926253403,37.51434827848273
D,발달상권,1001109,강남구 논현역_4,127.01884405684132,37.513233149366116
D,발달상권,1001110,잠실역,127.10251412658317,37.515370595472554
D,발달상권,1001111,서울 강남구 강남구청역_1,127.03939736285625,37.515696832760256
D,발달상권,1001112,서울 강남구 학동역_3,127.032859340062,37.51552764185954
D,발달상권,1001113,서울 동작구 노량진1동_1,126.94192832963913,37.51479713410462
D,발달상권,1001106,서울 강남구 학동역_2,127.03309631639786,37.51425716032486
D,발달상권,1001114,강남구 신사역_1,127.01744225292678,37.516476978521275
A,골목상권,1000057,백범로79길,126.96414244508179,37.540664719468126
A,골목상권,1000058,백범로90길,126.96920179536595,37.537017096743355
A,골목상권,1000059,서빙고로71길,126.99518095335578,37.522226568276366
A,골목상권,1000060,소월로20길,126.9854481136523,37.544093065551614
A,골목상권,1000061,신흥로20길,126.98339932333285,37.54708411245787
A,골목상권,1000207,제기로5길,127.03554041245376,37.58764276076928
A,골목상권,1000208,천장산로7길,127.05621157396709,37.59845563809562
A,골목상권,1000209,천호대로12길,127.02917127826196,37.5721293920996
A,골목상권,1000017,종로24길,126.99357054630521,37.56949290492456
A,골목상권,1000018,종로58가길,127.01641387029004,37.5724652233214
A,골목상권,1000734,국사봉2길,126.92915191479477,37.497292644093235
A,골목상권,1000735,국사봉길,126.93227440783444,37.49581682480193
A,골목상권,1000736,노량진로6길,126.93585862453325,37.509649260534246
A,골목상권,1000737,대방동27길,126.92413603125908,37.503416369379046
A,골목상권,1000016,자하문로7길,126.97032788817815,37.579084945049864
A,골목상권,1000557,강서로29길,126.83962317807557,37.5390926304854
A,골목상권,1000558,강서로35길,126.83617562763787,37.54267387376026
D,발달상권,1001206,서대문구 서대문역_2,126.96533038633753,37.5654064785061
D,발달상권,1001207,서울 중구 신당역_2,127.01451101537104,37.56674415130659
D,발달상권,1001208,서울 중구 을지로3가역_2,126.99183889984383,37.567375458126826
D,발달상권,1001252,서울 강북구 미아삼거리역_2,127.02881356920899,37.613241741161524
D,발달상권,1001253,서울 은평구 연신내역_1,126.92072366711517,37.61799386836105
D,발달상권,1001254,서울 은평구 연신내역_2,126.91919334022509,37.619110055177416
D,발달상권,1001256,서울 강북구 수유역_1,127.0259905098279,37.637551023691216
D,발달상권,1001257,서울 강북구 수유역_2,127.02469928811556,37.638677532281505
D,발달상권,1001258,등나무근린공원 주변,127.06834390645679,37.64048932162238
D,발달상권,1001073,서울 강남구 역삼역_1,127.03513580196903,37.49756094530638
D,발달상권,1001074,대림역_2,126.89136868065157,37.49823702924885
D,발달상권,1001075,역삼역_2,127.03984200001061,37.50099228539394
D,발달상권,1001076,구로역,126.88282521165559,37.50169773583195
D,발달상권,1001077,선릉역_1,127.04665136697915,37.50305309570304
D,발달상권,1001078,서울 강남구 강남역_2,127.02460858111792,37.500852279982624
D,발달상권,1001079,석촌역,127.1067970648228,37.50459980053519
D,발달상권,1001080,서울 송파구 석촌역_1,127.10839285676943,37.505382221328844
D,발달상권,1001105,서울 동작구 노량진역,126.94413544871195,37.51287005026374
R,전통시장,1001453,낙성대시장,126.95614529124497,37.478186360298345
R,전통시장,1001454,봉천제일종합시장,126.94513140169676,37.48114607911253
R,전통시장,1001474,도곡시장,127.05146536353854,37.497491889528554
R,전통시장,1001475,강남개포시장,127.06857899426316,37.4892209605042
R,전통시장,1001412,화곡본동시장,126.84387997962435,37.54336005991937
R,전통시장,1001413,까치산시장,126.84718342094965,37.53260644735189
R,전통시장,1001414,송화골목시장,126.8355499326782,37.549349400157496
R,전통시장,1001452,중부시장,126.9561868577655,37.48444838766603
R,전통시장,1001415,방신전통시장,126.81249971700942,37.57141647103649
R,전통시장,1001416,공항시장,126.80827778869678,37.56245380394414
R,전통시장,1001423,독산동 우시장,126.89656865609972,37.46689561401844
R,전통시장,1001424,남문시장,126.90110393234676,37.47366608412182
R,전통시장,1001425,푸른터시장,126.90141469620585,37.47806327000343
R,전통시장,1001426,대명시장,126.90225984966358,37.45414213105496
R,전통시장,1001427,현대시장,126.90285502359515,37.45710695313222
R,전통시장,1001428,박미시장,126.90511428958015,37.44018775231593
R,전통시장,1001429,은행나무시장,126.90955308248324,37.45130974656838
R,전통시장,1001470,강남시장_강남,127.02068927514331,37.51878302313746
R,전통시장,1001372,녹번시장,126.93111468202547,37.60101674508633
R,전통시장,1001373,신응암시장,126.91859746125807,37.59424233344807
R,전통시장,1001374,대림골목시장,126.91729187738939,37.58709655913414
R,전통시장,1001480,새마을시장,127.0848726886618,37.50905053111977
R,전통시장,1001440,노량진중앙시장,126.94466759306434,37.51214949746151
R,전통시장,1001441,본동인정시장,126.95062862297279,37.51178272773113
R,전통시장,1001442,신노량진시장,126.93969378175139,37.50849799489977
R,전통시장,1001443,강남시장_동작,126.95338637006387,37.496926269463664
R,전통시장,1001444,상도전통시장,126.95211839196251,37.499160258075925
R,전통시장,1001445,영도시장,126.94048883861987,37.50429070468034
R,전통시장,1001446,성대시장,126.93130958566624,37.49976267532012
R,전통시장,1001375,증산종합시장,126.9052406811303,37.58168154241062
R,전통시장,1001376,수일시장,126.89514009560585,37.58309657123013
R,전통시장,1001460,관악신사시장,126.9168492077524,37.486193227434136
R,전통시장,1001461,신림종합시장,126.91706574140883,37.484652655765515
R,전통시장,1001462,강남골목시장,126.90482315982237,37.48267021970608
R,전통시장,1001463,신림중앙시장,126.91156103487882,37.483270120843244
R,전통시장,1001464,삼성동시장,126.93235351152966,37.47079586369996
R,전통시장,1001465,신신림시장,126.93207096293314,37.470723620775374
R,전통시장,1001466,미성동도깨비시장,126.91652327335214,37.47426363978531
R,전통시장,1001467,우림시장,126.92038259407276,37.470220767707396
R,전통시장,1001437,영진시장A동,126.91574783969705,37.500356275629656
R,전통시장,1001438,우리시장,126.90478250163052,37.49688808313275
R,전통시장,1001439,대림중앙시장,126.8993625214185,37.49085585548586
R,전통시장,1001417,구로시장,126.88535527454034,37.48899602857642
R,전통시장,1001418,남구로시장,126.88632600764929,37.49011421556487
R,전통시장,1001419,가리봉시장,126.88934638801426,37.48157552865785
R,전통시장,1001420,고척근린시장,126.85047972168441,37.50227390723682
R,전통시장,1001421,개봉중앙시장,126.85382410663608,37.49229494899715
R,전통시장,1001422,오류시장,126.84320850019292,37.4965521062622
R,전통시장,1001476,풍납시장,127.11950472491671,37.53731203581922
R,전통시장,1001477,마천시장,127.15081258039989,37.49816368040746
R,전통시장,1001478,방이시장,127.11550426550131,37.511141909920795
R,전통시장,1001479,석촌시장,127.10675673425273,37.50010382025705
R,전통시장,1001396,목4동시장,126.8663621605051,37.53798164771059
R,전통시장,1001397,신영시장,126.8358121436197,37.53298762561853
R,전통시장,1001398,월정로시장,126.83410380550193,37.53295820818282
R,전통시장,1001447,상도4동도깨비골목시장,126.93739224199498,37.501613117638286
R,전통시장,1001448,흑석시장,126.96334408978656,37.507291345048834
R,전통시장,1001449,남성사계시장,126.98083431710904,37.488230181096164
A,골목상권,1000429,진흥로12길,126.9277342144779,37.60706036670427
U,관광특구,1001494,종로?청계 관광특구,126.9973738673892,37.56999760824763
A,골목상권,1000428,증산서길,126.90377107036376,37.58000450575789
U,관광특구,1001495,잠실 관광특구,127.11527494608232,37.516476074884736
U,관광특구,1001496,강남 마이스 관광특구,127.06005939988393,37.51100291317695
U,관광특구,1001491,이태원 관광특구,126.9943768625423,37.534435107014495
U,관광특구,1001492,명동 남대문 북창동 다동 무교동 관광특구,126.98185620077636,37.56414878012366
U,관광특구,1001493,동대문패션타운 관광특구,127.0110248333143,37.567312155725965
A,골목상권,1000430,진흥로1길,126.91871208747018,37.60336944901489
A,골목상권,1000431,통일로69길,126.92571471010943,37.610708119369015
A,골목상권,1000056,두텁바위로1길,126.97457287097093,37.54683927198612
A,골목상권,1000229,동일로101길,127.07769398957878,37.58860462341453
A,골목상권,1000230,동일로112길,127.08320262607371,37.59397078080392
A,골목상권,1000757,상도로15길,126.93501551429384,37.50368414690677
A,골목상권,1000758,상도로37길,126.95088449592812,37.50104285410253
A,골목상권,1000860,바우뫼로39길,127.03971848311485,37.48130531480553
A,골목상권,1000861,반포대로9길,127.00750739114912,37.482419993139004
A,골목상권,1000526,목동중앙본로7길,126.86692477140046,37.539739232171726
D,발달상권,1001183,서울 마포구 홍대입구역_2,126.92109352670089,37.55735732147435
D,발달상권,1001184,서울 마포구 홍대입구역_3,126.92333446050796,37.557313747967584
D,발달상권,1001185,서울 서대문구 신촌역,126.93691538021643,37.55757406448484
D,발달상권,1001186,서울 서대문구 이대역,126.9445770033612,37.55815454767511
D,발달상권,1001187,한양시장,127.0401110047552,37.55986362680572
D,발달상권,1001188,장충동 족발거리,127.00534212594894,37.56025774806399
D,발달상권,1001189,서울 중구 명동역,126.98500367628748,37.55970730840533
D,발달상권,1001190,장한평역,127.06094513612403,37.55702557991167
D,발달상권,1001192,서울 중구 충무로역_1,126.99606129257226,37.56066325181778
D,발달상권,1001199,서울 중구 충무로역_2,126.9927448740907,37.56280746670614
D,발달상권,1001200,북창동,126.97761208939609,37.56286863673056
D,발달상권,1001201,서울 중구 신당역_1,127.0177477768051,37.56469844803883
D,발달상권,1001202,롯데백화점,126.9806676306135,37.56458106969132
D,발달상권,1001203,명동거리,126.98424475124476,37.562653468975135
D,발달상권,1001231,서울 동대문구 신설동역_2,127.02517659661547,37.57577934050503
D,발달상권,1001232,서울 종로구 종로3가역_2,126.98977817114893,37.572096513877035
A,골목상권,1000267,돌곶이로8길,127.06335320307329,37.60742588348046
A,골목상권,1000334,삼양로93길,127.01572596156568,37.63864303017881
A,골목상권,1000354,덕릉로60길,127.04130792224095,37.63674477842653
A,골목상권,1000355,도당로13가길,127.03717620496198,37.66671284257849
A,골목상권,1000356,도당로13바길,127.03515902215479,37.66736216707682
A,골목상권,1000357,도당로19길,127.03960307518072,37.669252817345985
A,골목상권,1000358,도당로29길,127.04239125677259,37.66902660318552
A,골목상권,1000364,도봉로156길,127.04542006560817,37.673097904789245
A,골목상권,1000365,도봉로169나길,127.04350697740028,37.67747738506909
A,골목상권,1000366,도봉로181길,127.04373781480994,37.684495921126555
A,골목상권,1000367,도봉산4길,127.04217594337709,37.689127514245925
A,골목상권,1000368,도봉산길,127.04253750691423,37.686956029127124
A,골목상권,1000039,명동길,126.98661001352993,37.564266544496604
A,골목상권,1000040,삼일대로4길,126.98954172783117,37.562987425720145
A,골목상권,1000662,독산로50길,126.90982200316428,37.46265369829356
A,골목상권,1000835,청림3길,126.95901060703942,37.489765348462136
